Frasi;Contesto
can you set a timer for 47 hours from now;TM
why don't you set an alarm for 48 hours from now;TM
could you set an alarm for 49 hours from now;TM
would you be so kind as to set a countdown for 50 hours from now;TM
would you set a timer in 51 hours from now please;TM
could you set a signal for 52 hours from now;TM
why don't you set an alarm for 53 hours from now;TM
could you set a countdown for 54 hours from now;TM
would you be so kind as to set a timer for 55 hours from now;TM
would you set a signal in 56 hours from now please;TM
set an alarm for 57 hours from now;TM
can you set a countdown for 58 hours from now;TM
why don't you set a timer for 59 hours from now;TM
could you set a signal for 1 day from now;TM
would you be so kind as to set an alarm for 2 days;TM
set a countdown for 3 days from now please;TM
set a timer 4 days from now;TM
can you set a signal for 5 days from now;TM
why don't you set an alarm for 6 days from now;TM
could you set a countdown for 7 days from now;TM
would you be so kind as to set a timer for 1 week from now;TM
would you put a signal 2 weeks from now please;TM
could you set an alarm for 3 weeks from now;TM
why don't you set a countdown for 4 weeks from now;TM
could you put a timer for 1 month from now;TM
would you be so kind as to set a signal for 2 months;TM
set an alarm for 3 months from now please;TM
set a countdown for 4 months from now;TM
can you set a timer for 5 months from now;TM
why don't you set an alarm for 6 months from now;TM
could you set an alarm for 7 months from now;TM
would you be so kind as to set a countdown for 8 months from now;TM
would you set a timer 9 months from now please;TM
could you set a signal for 10 months from now;TM
why don't you set an alarm for 11 months from now;TM
could you set a countdown for 1 year from now;TM
would you be so kind as to set a timer for 2 years from now;TM
set a signal 3 years from now please;TM
set an alarm for 4 years from now;TM
can you set a countdown for 5 years from now;TM
why not set a timer for 10 years from now;TM
could you set a signal for 20 years from now;TM
would you be so kind as to set an alarm for 30 years from now;TM
set a countdown for 40 years from now please;TM
set a timer to go off 50 years from now;TM
can you set a signal for 100 years from now;TM
why don't you set an alarm for 1000 years from now;TM
could you set a countdown for 1 million years from now;TM
and 20 minutes timer a hours 2 create of;TM
timer set a 30second;TM
a timer start 1hour;TM
a timer starts 5minute;TM
a 15second set countdown;TM
timer schedules 3minute a;TM
timer a activates 1minute countdown;TM
a 30minute up sets timer;TM
10second creates a countdown;TM
45second schedules timer a;TM
timer a 20minute starts;TM
a countdown timer 30minute starts 25second;TM
starts 55 and seconds 8 of minutes a timer;TM
a for 15 seconds 50 stopwatch and sets minutes;TM
hour of seconds a 40 and starts timer an half;TM
starts timer 18 and minutes a 25 seconds of;TM
minutes starts 50 timer for seconds 10 a and;TM
30 a for seconds minutes timer sets and 22;TM
minutes 15 35 seconds for a starts and timer;TM
starts a timer and 5 15 minutes seconds for;TM
seconds 28 starts minutes and a countdown timer for 50;TM
for 40 seconds a 7 timer minutes sets and;TM
45 timer for a 20 minutes seconds starts and;TM
seconds starts a and 15 minutes for 35 stopwatch;TM
5second quarterhour timer and starts a;TM
a and timer 30 20 for starts seconds minutes;TM
10 seconds sets a timer and 14 minutes for;TM
starts 55second a and halfhour timer;TM
25 seconds a starts timer minutes of and 10;TM
and of timer 15 starts minutes 27 a seconds;TM
minutes a 5 timer and sets countdown for seconds 38;TM
a 50 starts timer seconds for and minutes 5;TM
timer seconds for a and 30 15 starts minutes;TM
seconds 40 20 a sets minutes for and timer;TM
15 timer starts and a for 45 minutes seconds;TM
timer 10 seconds of 32 and starts minutes a;TM
timer of a minutes 40 15 and seconds starts;TM
a countdown activates timer 50minute;TM
25 sets timer seconds of a minutes 10 and;TM
30 hour of one a starts minutes and timer;TM
5minute 55second starts a timer and;TM
starts 45minute countdown a timer;TM
seconds 18 sets 25 and for timer minutes a;TM
starts 55minute a stopwatch;TM
seconds 40 a 12 of timer minutes starts and;TM
35minute a countdown timer starts;TM
sets for minutes 30 and seconds a timer 15;TM
40minute a stopwatch starts;TM
starts a and timer 8 minutes seconds 50 of;TM
timer 25minute starts countdown a;TM
and seconds 5 for minutes a timer 22 sets;TM
a 15minute stopwatch starts;TM
a starts and 3minute 30second timer;TM
a timer starts countdown 10minute;TM
minutes timer 50 sets 28 seconds a for and;TM
a starts 60minute stopwatch;TM
15second 7minute and a starts timer;TM
a activates countdown 20minute;TM
40second sets and 33minute a timer;TM
50minute a stopwatch starts;TM
25second 9minute timer starts a;TM
timer starts countdown a 30minute;TM
timer 38 sets a minutes and seconds 10 for;TM
starts 25minute a stopwatch;TM
and minutes starts a seconds timer 6 45 of;TM
15minute timer countdown a starts;TM
a set you timer 5minute can;TM
timer minutes for activates please a 10;TM
quarter hour of timer a an a for set;TM
20 an set for alarm minutes;TM
you a set halfhour countdown can;TM
you why set timer 45minute don't a;TM
kind a would as onehour be timer set you to so;TM
you go off in hours set to 2 an alarm could;TM
off hours alert go in to set an you could 3;TM
a 4 set you in hours don't remind timer to why us;TM
hours for now alarm please set 5 from an;TM
countdown a hours could 6 set you for;TM
alert you 7 in could hours set an;TM
ring a timer in set to 8 hours;TM
an from now hours alarm set 9 please for;TM
now from hours a 10 countdown set for;TM
hours could timer you set 11 for a;TM
now for 12 set an hours from please alarm;TM
an for hours 13 from now you alarm set could;TM
hours a you set 14 don't why countdown for;TM
be so 15 timer a as kind for set to would you hours;TM
for signal a as set 16 so to from kind now you would be hours;TM
please hours 17 now alarm from set for an;TM
hours 18 set countdown for from a now;TM
now a 19 from timer you for can set hours;TM
hours a signal for don't 20 you why set;TM
21 from could hours now alarm you for an set;TM
hours kind you be a 22 for would to as set so countdown;TM
ring to timer in hours set to a 23 please you would;TM
set from 24 for now hours a signal;TM
for 25 set hours you can an from now alarm;TM
for from hours why set countdown a 26 you now don't;TM
27 set hours for now you a could from timer;TM
for 28 to you a kind from as now signal would hours set so be;TM
would set now hours from alarm for an you please 29;TM
countdown from 30 hours set you could a for now;TM
timer now 31 set why from for hours you a don't;TM
you from 32 could a now for set signal hours;TM
for to so kind you alarm hours an as set be 33 would;TM
a countdown please hours would for from 34 set you now;TM
go now 35 from timer would set to off hours you a;TM
can hours signal set from 36 a you now for;TM
set from hours don't now for you an alarm 37 why;TM
from hours you countdown a 38 set for now could;TM
39 be timer as you so a hours to kind for set now from would;TM
in 40 a would you please signal hours set from now;TM
an hours now for from alarm you 41 set could;TM
don't hours why for now 42 a countdown from you set;TM
you 43 set from timer now for hours could a;TM
to be 44 as for hours a so set kind would you signal;TM
now 45 set for hours an please alarm from;TM
countdown from set 46 hours for a now;TM
now timer a hours set can from you for 47;TM
set why you now an for 48 from alarm don't hours;TM
now you an hours for could alarm 49 from set;TM
set so hours you now for 50 kind countdown would from to a as be;TM
please set you 51 from a now in hours timer would;TM
set you signal hours could now for 52 from a;TM
you hours set alarm for from don't why now 53 an;TM
hours from 54 now you a for could countdown set;TM
for from a kind timer so to be now hours set you as 55 would;TM
hours set signal would you now a in please from 56;TM
hours from alarm 57 now set for an;TM
now a you countdown hours from 58 can for set;TM
set from now don't you timer why hours 59 a for;TM
signal set for 1 now could you day from a;TM
to kind set an 2 alarm you be would for so as days;TM
a from please set 3 for now days countdown;TM
days a now set from timer 4;TM
now set days you from signal a for 5 can;TM
from 6 set for you why an days now don't alarm;TM
days 7 for a you set now from countdown could;TM
be week timer so as you now to for kind 1 set a would from;TM
2 would now from a you put weeks signal please;TM
from now 3 an set alarm you weeks for could;TM
4 a now why countdown don't for from you set weeks;TM
now put a for could 1 you from month timer;TM
kind signal set months be you 2 for to a as so would;TM
from 3 for months now set please an alarm;TM
now countdown set from months for a 4;TM
you 5 now months for timer from set a can;TM
why alarm 6 set you months from now an for don't;TM
could you now from months set alarm for an 7;TM
as you now set months for be kind would from countdown a to so 8;TM
months a timer from set please 9 would now you;TM
signal from now could a 10 months for set you;TM
months you set alarm from 11 an don't why now for;TM
now for could you countdown 1 from set a year;TM
to you 2 timer for a set so kind years from would now as be;TM
please set years signal from now 3 a;TM
for set years now alarm an 4 from;TM
countdown from for 5 set you years a can now;TM
for why timer a now years set not 10 from;TM
from years 20 could signal you a for now set;TM
an 30 set alarm as now from be to so years you would kind for;TM
40 please set now a from countdown for years;TM
to a off now 50 years go from timer set;TM
signal you set 100 years now a from can for;TM
play cary parry;MU
play bellofigo;MU
start track by jack jones;MU
starts nina simone song;MU
start song by ed sheeran;MU
start coldplay's album;MU
play adele's album;MU
put me on emis killa;MU
play me on coez;MU
start track by ultimo;MU
start track by afterhours;MU
play justin bieber's album;MU
start music playback;MU
start song playback;MU
play for the song;MU
starts a song;MU
can you play music;MU
put the song into play;MU
start playing;MU
start playback of the track;MU
play for the track;MU
starts music playback;MU
put into play;MU
can you start the song;MU
put on playback;MU
play for music;MU
start the melody;MU
start playing the track;MU
start the music;MU
can you play;MU
start the song;MU
activates music playback;MU
put music into play;MU
starts music;MU
start playlist;MU
put your favorite song into play;MU
activates song playback;MU
starts music selection;MU
put my favorite playlist in play;MU
starts song playback;MU
play a cheerful song;MU
start your favorite music;MU
start your friday night playlist;MU
turn on rock music playback;MU
put pop songs into play;MU
starts jazz music;MU
starts classical music playback;MU
turn on playback of your favorite band;MU
put a romantic song into play;MU
start your workout playlist;MU
start playing songs from the 1980s;MU
turn on country music playback;MU
put hiphop tracks into play;MU
starts music selection for a quiet evening;MU
starts music for a family night;MU
starts music playback for meditation;MU
put songs on play for relaxation;MU
starts your playlist to focus;MU
start playing songs to celebrate;MU
turn on music playback for a romantic dinner party;MU
starts playing songs for a party;MU
starts your music playing for a walk;MU
starts music playing for sleep;MU
turn on music playback for a yoga;MU
start playing songs for a day at the beach;MU
starts music selection for a road trip;MU
starts music playback for an evening of dancing;MU
starts music playback for a movie night;MU
put songs on play for a dinner party with friends;MU
starts your playlist for a day at work;MU
start playing tunes for a picnic;MU
turn on music playback for a romantic evening by moonlight;MU
play songs for an evening of karaoke;MU
starts music selection for an intense workout session;MU
starts music playback for an evening of board games;MU
starts music play for a night at the disco;MU
put songs on play for a rainy day;MU
starts your playlist for a relaxing afternoon;MU
start playing tunes for an evening of gourmet cooking;MU
turn on music playback for a day at the park;MU
start playing tunes for an evening of shooting stars;MU
starts music selection for an evening of reading;MU
starts music playback for a day of housekeeping;MU
starts music play for an evening of shopping;MU
starts music playback for a day at the museum;MU
starts your playlist for an evening of barbecuing;MU
starts playing tunes for an evening of camping;MU
start playing tunes for an evening of gardening;MU
start playing tunes for a day at the market;MU
starts music selection for a relaxing evening at the spa;MU
starts music playback for a day of writing;MU
starts music playback for an evening at the theater;MU
starts music playback for a day of painting;MU
start your playlist for an evening of lucid dreaming;MU
start playing songs for an evening of photography;MU
turn on music playback for an evening of creative cooking;MU
put tunes on play for a day of vintage shopping;MU
starts music selection for an evening of outdoor yoga;MU
starts music playback for a day of outdoor exercise;MU
starts music play for an evening of stargazing;MU
start music playback for a day of model building;MU
start your playlist for an evening of salsa dancing;MU
start playing tunes for an evening of roleplaying;MU
turn on music play for a library reading day;MU
start playing tunes for a hair and makeup night;MU
starts music selection for an evening of bird watching;MU
starts music for a day of hiking in the mountains;MU
starts music playback for an evening of greenhouse gardening;MU
starts music playback for a day of working out at the gym;MU
start your playlist for an evening of tango dancing;MU
start playing tunes for a family board game night;MU
turn on music play for a day of puzzle building;MU
start playing tunes for an ethnic cooking night;MU
turn on background music;MU
put a few songs on play;MU
starts a song playing;MU
starts playing some music;MU
activates your favorite playlist;MU
put your favorite music into play;MU
start playing my music selection;MU
starts music now;MU
activate the playback of songs;MU
put a relaxing playlist into play;MU
starts music for my listening;MU
start playing some music;MU
activates playback of favorite songs;MU
put your song of the moment into play;MU
starts the music selection that i prefer;MU
starts playback of fresh tracks;MU
activates the energizing playlist;MU
put stimulating tunes into play;MU
can you put music on play;MU
start this song please;MU
press play for the next track;MU
can you play my favorite playlist;MU
why don't you play the cd i have inserted;MU
play the radio please;MU
click play on your music app;MU
press play on the stereo please;MU
can you play some relaxing music;MU
play some upbeat tunes;MU
cue up our favorite song;MU
why don't you play your favorite vinyl;MU
press play on my ipod to listen to some great music;MU
can you put my usb flash drive on play;MU
click play on the radio please;MU
why don't you play your favorite record;MU
put my dance compilation on play;MU
press start on your romantic playlist;MU
cue up some relaxing tunes;MU
put this jazz compilation on play;MU
press play on the cd player please;MU
can you start the playback of my ipod;MU
why don't you start the radio;MU
click play on some nice pop songs;MU
play our favorite band;MU
press start on the mp3 player please;MU
cue up a compilation of 80s classics;MU
start playback of this christmas music cd;MU
put our disco dance tracks into play;MU
press play on spotify to hear the hits of the moment;MU
cue up our romantic playlist to set the right mood;MU
play some relaxing lounge music;MU
press start on the album of my favorite singers;MU
can you start the playback of this usb stick;MU
click play on the music player please;MU
play my favorite heavy metal band;MU
play the classical music cd i have inserted;MU
press start on the radio to hear the latest hits;MU
why don't you play your vinyl of 60s music;MU
play our compilation of italian hits;MU
can you start playing my edm playlist;MU
cue up that techno track i like so much;MU
press play on the stereo and let's blast music;MU
why don't you play your rock music cd;MU
play the collection of our favorite hip hop tunes;MU
can you press play on the radio;MU
cary parry play;MU
start jones track by jack;MU
starts nina song simone;MU
start song by sheeran ed;MU
album adele's play;MU
killa me on put emis;MU
on coez play me;MU
ultimo by track start;MU
justin play album bieber's;MU
start playback music;MU
start playback song;MU
song for play the;MU
into put song play the;MU
playing start;MU
for the track play;MU
play into put;MU
the song can start you;MU
on put playback;MU
play music for;MU
start melody the;MU
track playing start the;MU
music start the;MU
you can play;MU
start song the;MU
playback activates music;MU
put play into music;MU
music starts;MU
play favorite your into put song;MU
playback activates song;MU
selection music starts;MU
playlist favorite play put in my;MU
song playback starts;MU
a song play cheerful;MU
start favorite your music;MU
playlist start night friday your;MU
rock on playback turn music;MU
songs put play pop into;MU
starts music jazz;MU
starts playback classical music;MU
turn your on favorite playback band of;MU
play into a put romantic song;MU
your workout start playlist;MU
1980s the songs playing start from;MU
country playback on turn music;MU
hiphop tracks play into put;MU
music for quiet starts selection evening a;MU
night music for a family starts;MU
playback starts meditation for music;MU
on play for relaxation put songs;MU
to your starts playlist focus;MU
celebrate playing to songs start;MU
playback turn for party a music dinner on romantic;MU
party songs a starts playing for;MU
a playing for music your walk starts;MU
for starts sleep playing music;MU
on yoga for music playback turn a;MU
at day beach the playing start songs a for;MU
music for a starts selection road trip;MU
music evening of an starts dancing playback for;MU
night playback music for starts a movie;MU
with dinner put for on friends play a party songs;MU
your a day for at starts playlist work;MU
picnic a tunes playing start for;MU
music moonlight a by evening turn on romantic playback for;MU
songs for play of evening karaoke an;MU
starts session workout intense music an for selection;MU
starts board an games music for playback of evening;MU
at play the a for starts night disco music;MU
for on songs a put day rainy play;MU
your a afternoon for relaxing starts playlist;MU
evening for of gourmet playing an cooking start tunes;MU
the on day at park music for playback a turn;MU
shooting an stars tunes for of start evening playing;MU
music evening reading for an selection starts of;MU
of a housekeeping starts for playback music day;MU
for starts evening an music of play shopping;MU
starts day the music at museum playback a for;MU
barbecuing evening for starts playlist of your an;MU
camping an evening for starts of tunes playing;MU
start tunes an of evening for playing gardening;MU
playing for tunes market the a start day at;MU
selection music at for relaxing evening the spa starts a;MU
for starts day of music a playback writing;MU
theater playback music evening at starts an for the;MU
painting a for playback starts of music day;MU
start evening of your dreaming an lucid playlist for;MU
start an evening songs photography playing for of;MU
cooking of creative turn playback music an on for evening;MU
a for vintage tunes shopping put play of day on;MU
an evening yoga selection music starts for of outdoor;MU
starts for exercise day a music outdoor playback of;MU
for evening stargazing music of starts play an;MU
a playback model for music building of start day;MU
of an salsa playlist your dancing start for evening;MU
roleplaying of evening an start for playing tunes;MU
reading turn a library play day for on music;MU
tunes hair playing and makeup start night a for;MU
selection watching an bird music for starts evening of;MU
of a day for hiking in starts music mountains the;MU
an evening of for gardening music greenhouse starts playback;MU
playback starts day working music a of out at the for gym;MU
of an dancing playlist your start for evening tango;MU
board tunes for a game night playing family start;MU
day building for on play of a puzzle turn music;MU
night tunes playing cooking an for ethnic start;MU
on background music turn;MU
play songs put a few on;MU
starts playing a song;MU
starts some music playing;MU
favorite activates your playlist;MU
your put favorite into play music;MU
playing music my selection start;MU
music now starts;MU
songs playback activate the of;MU
into relaxing play a put playlist;MU
for my starts music listening;MU
playing some music start;MU
songs of activates favorite playback;MU
put the song of play into your moment;MU
that starts i prefer the music selection;MU
playback starts fresh of tracks;MU
activates energizing the playlist;MU
put music can you play on;MU
song please start this;MU
the next play track press for;MU
my play can you favorite playlist;MU
i cd have the don't why you inserted play;MU
play the please radio;MU
music on play click app your;MU
stereo the press play on please;MU
some you music relaxing can play;MU
upbeat some play tunes;MU
cue favorite up our song;MU
vinyl don't play your favorite why you;MU
on great to my press music some listen ipod to play;MU
set the volume to 10;VL
set the volume to 20;VL
raise the volume to 30;VL
turn the volume down to 40;VL
raise the volume to 50;VL
adjust the volume to 60;VL
changes the volume to 70;VL
changes the volume to 80;VL
increase the volume to 5;VL
decrease the volume to 15;VL
adjust the volume to 25;VL
change the volume to 35;VL
change the volume to 45;VL
adjust the volume to 85;VL
decrease volume to 15;VL
set the volume to 35;VL
raise the volume to 55;VL
raise the volume to 95;VL
set volume to 22;VL
lower the volume to 65;VL
raise the volume to 38;VL
adjust volume to 88;VL
decrease volume to 28;VL
set the volume to 58;VL
increase the volume to 75;VL
reduce the volume to 15;VL
set volume to 35;VL
lower the volume to 50;VL
raise the volume to 32;VL
adjust volume to 82;VL
decrease volume to 23;VL
adjusts volume to 50;VL
change the volume to 80;VL
raise the volume to 70;VL
set the volume to 25;VL
turn the volume up to 90;VL
change the volume to 60;VL
change the volume to 15;VL
raises the volume to 85;VL
turn the volume down to 30;VL
raise the volume to 75;VL
change the volume to 55;VL
set the volume to 5;VL
change the volume to 65;VL
changes the volume to 95;VL
raise the volume to 10;VL
turn the volume down to 50;VL
turn the volume up to 75;VL
turn the volume up to 30;VL
change the volume to 40;VL
set the volume to 85;VL
change the volume to 20;VL
changes the volume to 60;VL
raises the volume to 45;VL
turn the volume down to 70;VL
raise the volume to 90;VL
can you raise the volume to 10;VL
raise the volume to 20 please;VL
turn the volume up to 30;VL
set the volume to 40 please;VL
set the volume to 50;VL
set the volume to 60 please;VL
raise the volume to 70;VL
raise the volume to 80 please;VL
turn the volume up to 90;VL
please turn the volume up to 100;VL
can you turn the volume down to 90;VL
decrease the volume to 80 please;VL
turn the volume up to 70;VL
lower the volume to 30;VL
decrease the volume to 20 please;VL
increase the volume to 10;VL
set the volume to the minimum 0;VL
can you raise the volume by 10 points;VL
raise the volume by 20 points please;VL
raise the volume by 30 points;VL
increase the volume by 40 points please;VL
set the volume louder by 50 points;VL
set the volume louder by 60 points;VL
raise the volume by 70 points;VL
increase the volume by 80 points please;VL
increase the volume by 90 points;VL
make the volume higher by 100 points please;VL
can you please lower the volume by 10 points;VL
lower the volume by 20 points please;VL
lower the volume by 30 points;VL
lower the volume by 40 points please;VL
set the volume lower by 50 points;VL
set the volume flatter by 60 points;VL
lower the volume by 70 points;VL
decrease the volume by 80 points please;VL
decrease the volume by 90 points;VL
make the volume lower by 100 points please;VL
can you set the volume to a quarter of the maximum;VL
set the volume to half of the maximum please;VL
set the volume to threequarters of the maximum please;VL
set the volume to onetenth of the maximum;VL
set the volume to twotenths of the total;VL
set the volume to threetenths of the maximum please;VL
set the volume to fourtenths of the total;VL
set the volume to fivetenths please;VL
set the volume to sixtenths of the maximum;VL
set the volume to seventenths of the total please;VL
set the volume to eighttenths please;VL
set the volume to ninetenths of the maximum;VL
set the volume to one twentieth of the total;VL
set the volume to two twentieths please;VL
set the volume to three twentieths of the maximum please;VL
set the volume to four twentieths of the total;VL
set the volume to five twentieths please;VL
set the volume to six twentieths of the maximum;VL
set the volume to seven twentieths please;VL
set the volume to eight twentieths of the total;VL
put the volume at nine twentieths please;VL
set the volume to ten twentieths of the maximum;VL
set the volume to one fiftieth of the total;VL
set the volume to two fiftieths please;VL
set the volume to three fiftieths of the maximum please;VL
set the volume to four fiftieths of the total;VL
set the volume to five fiftieths please;VL
set the volume to six fiftieths of the maximum;VL
set the volume to seven fiftieths please;VL
set the volume to eight fiftieths of the total;VL
set the volume to nine fiftieths please;VL
set the volume to ten fiftieths of the maximum;VL
can you lower the volume to a quarter of the maximum;VL
decrease the volume to half please;VL
decrease the volume to threequarters of the maximum please;VL
lower the volume to onetenth of the total;VL
set the volume to twotenths of the maximum;VL
decrease the volume to threetenths please;VL
lower the volume to fourtenths of the total;VL
lower the volume to fivetenths please;VL
decrease the volume to seven tenths please;VL
lower the volume to eight tenths of the total;VL
lower the volume to ninetenths please;VL
set the volume to onetwentieth of the maximum;VL
decrease the volume to two twentieths please;VL
lower the volume to three twentieths of the total;VL
lower the volume to four twentieths please;VL
set the volume to five twentieths of the maximum;VL
decrease the volume to six twentieths please;VL
decrease the volume to seven twentieths of the total;VL
lower the volume to eight twentieths please;VL
set the volume to nine twentieths of the maximum;VL
decrease the volume to ten twentieths please;VL
lower the volume to one fiftieth of the total;VL
lower the volume to two fiftieths please;VL
set the volume to three fiftieths of the maximum;VL
decrease the volume to four fiftieths please;VL
decrease the volume to five fiftieths of the total;VL
lower the volume to six fiftieths please;VL
to volume set the 10;VL
volume 20 set to the;VL
the raise 30 volume to;VL
40 to turn volume the down;VL
raise volume 50 to the;VL
the to 60 volume adjust;VL
70 changes volume the to;VL
changes volume the 80 to;VL
increase volume the 5 to;VL
to volume decrease the 15;VL
volume adjust 25 to the;VL
to volume 35 the change;VL
the volume 45 change to;VL
volume adjust to the 85;VL
decrease 15 to volume;VL
35 set volume the to;VL
to raise the 55 volume;VL
to 95 volume raise the;VL
volume set 22 to;VL
lower 65 to volume the;VL
38 volume to raise the;VL
volume to 88 adjust;VL
decrease volume to 28;VL
to 58 volume the set;VL
the 75 volume to increase;VL
the reduce to 15 volume;VL
set 35 volume to;VL
the volume lower 50 to;VL
the to 32 volume raise;VL
adjust volume to 82;VL
decrease volume to 23;VL
volume to 50 adjusts;VL
volume change to the 80;VL
raise volume 70 the to;VL
25 to the set volume;VL
up the 90 volume turn to;VL
60 change volume to the;VL
the 15 volume to change;VL
the raises 85 volume to;VL
down 30 the volume turn to;VL
to volume 75 raise the;VL
55 to volume the change;VL
set 5 the to volume;VL
to volume 65 the change;VL
to the volume 95 changes;VL
raise to 10 volume the;VL
50 the down turn volume to;VL
up volume turn to 75 the;VL
turn to volume the 30 up;VL
40 the to volume change;VL
85 volume to the set;VL
volume change 20 the to;VL
volume to the 60 changes;VL
to raises the volume 45;VL
down the to turn volume 70;VL
volume 90 the to raise;VL
volume you raise to the can 10;VL
20 volume to raise please the;VL
the turn up volume to 30;VL
40 please volume set to the;VL
volume 50 the set to;VL
volume please to 60 set the;VL
70 raise the volume to;VL
raise to volume the please 80;VL
up turn volume to 90 the;VL
the to please 100 volume turn up;VL
down you 90 turn the can to volume;VL
volume to 80 please decrease the;VL
70 to up the volume turn;VL
volume the lower 30 to;VL
the volume to please 20 decrease;VL
to 10 the volume increase;VL
the the to set volume 0 minimum;VL
10 volume can by points raise the you;VL
20 please volume by points raise the;VL
volume points by raise the 30;VL
increase the 40 points volume please by;VL
set volume points the 50 by louder;VL
60 by the volume louder points set;VL
70 points the raise by volume;VL
by please 80 increase the volume points;VL
points the volume by 90 increase;VL
volume please by 100 make points the higher;VL
volume by you the lower points can please 10;VL
by 20 the points lower please volume;VL
volume by 30 lower points the;VL
40 volume points lower by please the;VL
points by lower set volume the 50;VL
the flatter points volume 60 set by;VL
points the 70 lower by volume;VL
points volume 80 decrease please the by;VL
points the decrease volume by 90;VL
volume make please by points the lower 100;VL
set to of can the you a volume the maximum quarter;VL
of volume maximum set the to please half the;VL
the set volume the to threequarters please maximum of;VL
to of the onetenth set volume maximum the;VL
of to the total volume set the twotenths;VL
please set threetenths maximum to the volume the of;VL
volume total set fourtenths the of to the;VL
please fivetenths to set volume the;VL
of sixtenths volume maximum the to set the;VL
total the volume set to please the of seventenths;VL
please set eighttenths to the volume;VL
to ninetenths volume of maximum the set the;VL
one volume set total to the the of twentieth;VL
to volume twentieths please the two set;VL
the set the of volume twentieths three maximum please to;VL
to the the total four twentieths set of volume;VL
the set twentieths please to five volume;VL
twentieths the to maximum set volume the of six;VL
please twentieths volume set seven the to;VL
to total eight the twentieths volume of the set;VL
the nine please put twentieths volume at;VL
twentieths set the maximum of to ten the volume;VL
volume fiftieth set to total of the one the;VL
two fiftieths set please to volume the;VL
the fiftieths maximum three volume the of set please to;VL
the of fiftieths four the total volume set to;VL
fiftieths to five volume the set please;VL
the maximum volume fiftieths six of set to the;VL
seven fiftieths volume please set the to;VL
total the eight of fiftieths to set volume the;VL
volume fiftieths to the nine set please;VL
of ten maximum volume set fiftieths to the the;VL
a quarter volume the to maximum of lower you the can;VL
half the decrease volume to please;VL
please maximum decrease threequarters of volume the the to;VL
to the total lower the volume onetenth of;VL
of to the twotenths the maximum set volume;VL
volume to please the threetenths decrease;VL
of the lower to fourtenths the volume total;VL
to the please lower volume fivetenths;VL
the please tenths decrease seven volume to;VL
eight of the tenths lower to the total volume;VL
ninetenths the volume lower please to;VL
set volume of the maximum to onetwentieth the;VL
the decrease please to two volume twentieths;VL
lower total the volume of twentieths three the to;VL
to the please twentieths four volume lower;VL
the to the twentieths volume of five maximum set;VL
the six please volume to decrease twentieths;VL
the of the decrease seven total to volume twentieths;VL
please volume the lower to twentieths eight;VL
to twentieths the the nine volume maximum set of;VL
volume please to ten the twentieths decrease;VL
one fiftieth to the the total of lower volume;VL
volume two fiftieths the please to lower;VL
maximum fiftieths three of the volume set the to;VL
to decrease fiftieths the volume four please;VL
the fiftieths five to decrease of volume the total;VL
six to the lower please fiftieths volume;VL
adjust the level to 10;VL
